id,trigger,conditions,script,text,options,notes
kolt_handoverCancelSel,DialogOptionSelected,$option == kolt_handoverCancel,$player.ethosSarcastic++,"""그런 어리석은 짓에 대응하는 것은 기사 이하의 일입니다."" $post가 턱을 치켜세우며 말했습니다. ""지금은 알지 못하는 영원의 존엄성을 발견하길 바랍니다.""
 
$HeOrShe가 통신 차단을 향해 손을 뻗습니다.",cutCommLink:통신 링크 종료,
,,,,,,
"# Sindrian Diktat raider, in your system due to fuel production",,,,,,
sdRaiderComms,OpenCommLink,$entity.diktatRaider score:1000,"$entity.ignorePlayerCommRequests = true 7
FireBest SDraiderCommsSDcomCheck","Sindrian Diktat $Post를 표시하기 위해 통신이 깜박입니다. $HeOrShe는 비웃음으로 당신을 맞이합니다.
 
""우리는 순회 우주 쓰레기가 신드리안 딕타트의 일에 계속 간섭하는 것을 허용하지 않을 것입니다. 페르세안 구역의 위대한 안드라단 미래에 당신과 같은 자들은 설 자리가 없습니다! 파괴될 준비를 하세요!""","sdRaider_askCommission:""What is the meaning of this? I am commissioned by the Sindrian Diktat!""
sdRaider_askHow:""How am I possibly meddling with the Sindrian Diktat?""
cutCommLink:통신 링크 종료",
sdRaiderCommsSDcomCheck,SDraiderCommsSDcomCheck,$player.fcm_faction != sindrian_diktat,RemoveOption sdRaider_askCommission,,,
sdRaiderCommsAskHow,DialogOptionSelected,$option == sdRaider_askHow,RemoveOption sdRaider_askHow,"귀하의 질문으로 인해 $hisOrHer 건물의 장황한 이야기가 중단되었습니다. $HeOrShe가 펄쩍 뛰다가 회복됩니다.
 
""연료야, 이 바보야! 당신은 연료 시장을 약화시켜 신드리안 전쟁 기계의 고동치는 심장을 약화시키려는 미약한 시도로 간접적인 겁쟁이의 전술을 사용하고 있습니다. 우리가 할 수 있을 것이라고 생각하지 마십시오.' 당신의 모든 움직임을 볼 수 없습니다.""
 
""지금."" $HeOrShe는 굳게 서서 ""최고집행관의 명령에 따라 나는 당신들의 불쌍한 연료 생산 작업을 폭격하고 당신들이 그것을 운영하기 위해 모인 방랑자, 범죄자, 타락한 사람들의 인구를 폭격할 것입니다. 나는 오직 재만 남기겠습니다. Glory 신드리안 딕타트에게!""",cutCommLink:통신 링크 종료,
sdRaiderCommsAskCommission,DialogOptionSelected,$option == sdRaider_askCommission,"AdjustRepActivePerson SUSPICIOUS -1
$option = sdPunEx_sdComReplies 0
FireBest DialogOptionSelected","""우리는 당신의 요구를 듣습니다."" $hisOrHer의 얼굴은 무표정합니다. ""우리는 불법 복제와 반란에 대한 당신의 비난을 거부합니다. 우리는 신자들을 은하 구원 교회의 보호로 데려오겠다는 신성한 맹세를 했습니다. 오직 죽음만이 러드 기사를 그들의 신성한 의무에서 해방시킬 수 있습니다.""",cutCommLink:통신 링크 종료,
,,,,,,
"# Sindrian Diktat fleet, part of attack force sent to sat-bombard player's fuel production planet",,,,,,
sdPunExComms,OpenCommLink,$entity.SDPE_fleet score:1000,$entity.ignorePlayerCommRequests = true 7,"잡음이 들린 후 통신은 떨릴 정도로 안정되었습니다. Sindrian Diktat $post가 당신을 오만하게 바라보고 있습니다. 
 
""독립 함대를 환영합니다! 우리는-"" $HeOrShe는 시야를 향해 몸을 기울이고 무언가를 속삭이는 하급 장교에 의해 방해를 받습니다.
 
$HeOrShe는 알고 있다는 표정을 짓고 적대감으로 끓어올랐습니다. ""물론입니다, $PlayerName 함장님. 우리는 당신과 당신의 방법을 잘 알고 있습니다.""","sdPunEx_commsA:""내 방법은?""
sdPunEx_commsB:""그런가. 우리의 첫 만남을 다른 사람의 의견에 의해 흐리게 만들어서는 안 될지도 몰라.""
sdPunEx_commsC:""그래, 그렇게 하니까 나도 스스로를 소개할 필요가 없게 되네.""
cutCommLink:통신 링크 종료",
,,,,,,
sdPunExCommsA,DialogOptionSelected,$option == sdPunEx_commsA,"$option = sdPunEx_comms2 0
FireBest DialogOptionSelected","""예, 당신의 방식이죠."" $heOrShe가 말합니다. ""퇴행성 스페이서의 자연스러운 휴식: 은밀한 속임수, 중독, 거짓말.""",,
sdPunExCommsB,DialogOptionSelected,$option == sdPunEx_commsB,"$option = sdPunEx_comms2 0
FireBest DialogOptionSelected","""지금도 너희는 세상 없는 우주인들처럼 꿈틀거리고 거짓말을 하고 있다. 그러나 나는 안드라단 운동의 정복할 수 없는 이데올로기와 최고집행관의 지혜로 무장하고 무장하고 있다! 나는 너희를 꿰뚫어 본다. 나는 나의 적과 나를 본다. 내 정의로운 증오를 어디로 향해야 할지 알아라."" $HeOrShe가 말하는 동안 $hisOrHer가 당신을 향해 천천히 팁을 줍니다.",,
sdPunExCommsC,DialogOptionSelected,$option == sdPunEx_commsC,"$option = sdPunEx_comms2 0
FireBest DialogOptionSelected
FireBest SDpunExCommsArrogantPoint","""그렇다면 당신은 아무 것도 부인하지 않습니다. 당신을 보세요, 스페이서. 당신에게는 사람도 없고 고향도 없습니다. 당신의 피는 진공 상태에서 묽어지고 약해집니다. 당신은 거짓말과 속임수로 살아갑니다. 당신의 이데올로기는 독입니다.""",,
sdPunExCommsArrogant,SDpunExCommsArrogantPoint,!$player.didSDpunExCommsArrogant,"$player.didSDpunExCommsArrogant = true
$player.ethosCocky++",,,
sdPunExComms2,DialogOptionSelected,$option == sdPunEx_comms2,," ""당신은 신드리안 딕타트의 힘을 약화시키려는 미약한 시도로 비겁하고 간접적인 전술을 사용하고 있습니다! 당신은 연료 시장을 약화시켜 신드리안 경제의 심장부에서 비밀스러운 경제 전쟁을 벌이고 있습니다. 우리가 할 수 없을 것이라고 생각하지 마십시오. 목표를 확인하세요.""
 
""지금."" $HeOrShe는 더욱 굳게 일어섰다. ""나는 최고집행관의 권한으로 당신들의 간섭을 종식시키라는 임무를 받았습니다.""","sdPunEx_sayProfits:""잠시만, 그럼 이건 연료 수익에 관한 것입니까?""
sdPunEx_sayStopMe:""당신을 막는 방법을 어떻게 제안하시겠습니까?""
sdPunEx_sayDeal:""이에 대해 이야기해보고, 어떤 협정을 이끌어낼 수 있을지 생각해보는 게 어떨까요?""
cutCommLink:통신 링크 종료",
sdPunExSayProfits,DialogOptionSelected,$option == sdPunEx_sayProfits,,"""물론 그렇지 않아요."" $heOrShe가 혐오스러운 표정으로 말했습니다. ""그리고 물론 그것은 당신이 생각하는 것입니다. 당신과 같은 스페이서는 역사 자체에 의미를 부여하는 안드라단 운동의 명예와 영광에 대한 개념이 없습니다!""
 
""필립 안드라다의 초월적인 정신의 진정한 표현을 훼손하려는 당신의 책략적인 시도입니다. 비전은 신드리안 딕타트의 군사력에 의해 충족될 것입니다.""",cutCommLink:통신 링크 종료,
sdPunExSayStopMe,DialogOptionSelected,$option == sdPunEx_sayStopMe,,"""나는 당신의 불쌍한 연료 생산 작업을 폭파하여 먼지로 만들 것입니다. 나는 당신의 방랑자와 범죄자들을 먼지로 폭격할 것입니다. 나는 신드리안 딕타트의 영광에 반대하는 모든 것을 파괴할 것입니다!""",cutCommLink:통신 링크 종료,
sdPunExSayDeal,DialogOptionSelected,$option == sdPunEx_sayDeal,,"Diktat $Post는 깜짝 놀란 표정으로 $hisOrHer 단어를 뱉어냅니다. ""... 거래는 없을 것입니다.""
 
""나는 내 명령을 따르지 않으면 최고집행관 필립 안드라다를 섬기며 영광스러운 죽음을 맞이할 것입니다."" $HeOrShe는 $hisOrHer 턱을 치켜올립니다. ""그리고 내 명령은 당신의 불쌍한 연료 생산 작업을 먼지로 폭격하는 것입니다. 오직 최고집행관의 권한만이 이러한 명령을 취소할 수 있습니다. 당신의 파괴는 피할 수 없을 만큼 좋습니다.""
 
$HeOrShe가 신호를 보냅니다. $hisOrHer 함교 승무원에게 연락했는데 통신이 끊겼습니다.",cutCommLink:통신 링크 종료,
sdPunExCommsHostile,OpenCommLink,"$entity.SDPE_fleet score:1000
$entity.isHostile",$entity.ignorePlayerCommRequests = true 7,"잡음이 들린 후 통신은 떨릴 정도로 안정되었습니다. Sindrian Diktat $Post가 당신을 오만하게 바라보고 있습니다. 
 
""$PlayerName의 함대를 환영합니다. 저는 신드리안 딕타트에 대한 여러분의 비겁한 경제 전쟁을 종식시키기 위해 최고 집행관의 권한을 가지고 왔습니다!""","sdPunEx_sayEconWar:""잠깐, '경제전'이란 무엇이지요?""
sdPunEx_sayDeal:""이에 대해 이야기해보고, 어떤 협정을 이끌어낼 수 있을지 생각해보는 게 어떨까요?""
cutCommLink:통신 링크 종료",
sdPunExSayEconWar,DialogOptionSelected,$option == sdPunEx_sayEconWar,RemoveOption sdPunEx_sayEconWar,"""물론 당신은 당신의 행동에 대해 무지한 척합니다. 당신과 같은 우주인은 명예와 영광에 대한 개념도 없고, 역사의 살아 있는 정신을 추진하는 안드라단 운동에 대한 개념도 없습니다."" $hisOrHer의 얼굴에 혐오감이 커집니다. ""필립 안드라다의 초월적인 비전의 진정한 표현을 훼손하려는 당신의 계획적인 시도는 신드리안 딕타트의 군사력에 맞서게 될 것입니다.""
 
""나는 당신의 불쌍한 연료 생산 작업을 폭격하여 먼지로 만들 것입니다. 나는 당신의 방랑자와 범죄자들에게 폭격을 가할 것입니다. 나는 최고집행관의 권위에 반대하는 모든 것을 파괴할 것이다!""",,
"# ... but officer, I have a commission",,# $player.fcm_faction == sindrian_diktat,,,,
sdPunExCommsSDcom,OpenCommLink,$entity.SDPE_fleet score:1000,$entity.ignorePlayerCommRequests = true 7,"딱딱거리는 소리가 난 후 통신이 안정됩니다. Sindrian Diktat $Post가 당신을 오만하게 바라보고 있습니다. 
 
""독립 함대를 환영합니다! 우리-"" $HeOrShe는 시선을 기울이고 속삭이는 부하에 의해 방해를 받습니다.
 
$HeOrShe는 아는 듯한 표정을 짓습니다. ""물론이죠. $PlayerName 함장님. 최고 집행관의 비전에 대한 당신의 충성심이 이제 시험대에 오르게 될 것입니다. 우리가 명령을 수행하는 동안 물러서십시오.""","sdPunEx_sdComWhatOrders:""왜요?, 이 명령은 무엇인가요?""
sdPunEx_sdComApology:""My loyalty is unquestionable! I demand an apology for the implication.""
cutCommLink:통신 링크 종료",
sdPunExCommsSDcomWhatOrders,DialogOptionSelected,$option == sdPunEx_sdComWhatOrders,"$option = sdPunEx_sdComReplies 0
FireBest DialogOptionSelected","""나는 당신의 불쌍한 연료 생산 작업을 제거할 것입니다. 나는 당신이 모은 방랑자, 범죄자, 타락한 사람들의 인구를 제거할 것입니다.""라고 $heOrShe는 단호한 목소리로 말합니다. ""의식적이든 아니든 간에 신드리안 산업의 핵심에 맞서 간섭적인 경제 전쟁을 벌인 후에도 왜 당신의 커미션을 유지하도록 허용되었는지는 제가 질문할 수 없습니다.""
 
""이 상황은 당신에게 영광스러운 기회를 제공합니다. 식민지'와 그 미숙한 연료 작동을 불길에 빠뜨릴 것입니다. 타락한 스페이서 폭리를 불태워 버리십시오! 그 자리에는 신드리아의 사자와 그의 초월적인 운동에 대한 엄격한 헌신만을 남겨두십시오!""",,
sdPunExCommsSDcomApology,DialogOptionSelected,$option == sdPunEx_sdComApology,"AdjustRepActivePerson SUSPICIOUS -1
$option = sdPunEx_sdComReplies 0
FireBest DialogOptionSelected","""내 명령이 실행되면 기꺼이 사과하겠습니다."" $heOrShe가 동요하지 않고 말했습니다. ""의식적이든 아니든 간에 Sindria 산업의 핵심에 맞서 간섭적인 경제 전쟁을 벌인 후에도 왜 당신의 커미션을 유지하도록 허용되었는지는 제가 질문할 수 없습니다.""
 
""이 상황은 당신에게 영광스러운 기회를 제공합니다. 식민지'와 그 미숙한 연료 작동을 불길에 빠뜨릴 것입니다. 타락한 스페이서 폭리를 불태워 버리십시오! 그 자리에는 Sindria의 사자와 그의 초월적인 운동에 대한 엄격한 헌신만을 남겨두십시오!""",,
sdPunExCommsSDcomReplies,DialogOptionSelected,$option == sdPunEx_sdComReplies,,,"sdPunEx_sdComOptCompete:""당신은 Sindria의 연료 산업과의 경쟁을 진압하기 위해 내 식민지를 폭격하려고 하는 거지요?""
sdPunEx_sdComOptSubmit:""만약 최고사령관이 그것을 요구한다면, 나는 그의 뜻에 따를 것입니다.""
sdPunEx_sdComOptSubmitLie:""만약 최고사령관이 그것을 요구한다면, 나는 그의 뜻에 따를 것입니다."" (거짓말)",
sdPunExCommsSDcomCompete,DialogOptionSelected,$option == sdPunEx_sdComOptCompete,"AdjustRepActivePerson SUSPICIOUS -5
$player.heardRumorsAboutCruor = true","$HisOrHer의 눈이 가늘어졌습니다. ""당신은 아무것도 이해하지 못합니다, spacer. 그것이 나에게 달려 있었다면 당신은 당신의 커미션을 박탈하고 Cruor로 보내질 것입니다.""
 
""당신에게 행운입니다""라고 $post는 말합니다. ""그렇지 않습니다. 그동안 나는 정화 작업을 진행하겠습니다.""
 
""신드리안 딕타트에게 영광을!"" $heOrShe가 울며 경례를 합니다.",cutCommLink:통신 링크 종료,
sdPunExCommsSDcomSubmit,DialogOptionSelected,$option == sdPunEx_sdComOptSubmit,,"""좋아요""라고 $post가 말합니다. ""정화 작업을 진행하겠습니다.""
 
""신드리안 딕타트에게 영광을!"" $heOrShe가 울며 경례를 합니다.",cutCommLink:통신 링크 종료,
sdPunExCommsSDcomSubmitLie,DialogOptionSelected,$option == sdPunEx_sdComOptSubmitLie,FireBest SDpunExCommsSDcomLiarPoint,"""좋아요""라고 $post가 말합니다. ""정화 작업을 진행하겠습니다.""
 
""신드리안 딕타트에게 영광을!"" $heOrShe가 전화를 걸어 경례를 합니다.",cutCommLink:통신 링크 종료,
sdPunExCommsSDcomLiarPoint,SDpunExCommsSDcomLiarPoint,"$option == sdPunEx_sdComLiarPoint
!$player.liedToSDpunEx","$player.liedToSDpunEx = true
$player.openToTurningOnAndrada++",분명히 역사를 자기 뜻대로 바꾼 필립 안드라다(Philip Andrada)가 이 부패한 희극의 배후에 있는 것은 아닙니다. 이런 일이 일어나려면 조직에 어떤 부패가 있어야 합니다. 곧 대청소가 이루어져야 합니다. 그러나 나쁜 행위자가 Andrada의 이름으로 일할 때 Andrada의 진정한 비전에 대한 충성심을 어떻게 이끌어 낼 수 있습니까?,,
sdPunExCommsSDcomLiarPointB,SDpunExCommsSDcomLiarPoint,"$option == sdPunEx_sdComLiarPoint
!$player.liedToSDpunEx
$global.sdtu_completed","$player.liedToSDpunEx = true
$player.openToTurningOnAndrada++",역사를 자기 뜻대로 바꾼 필립 안드라다(Philip Andrada)가 이 부패한 희극의 배후에 있지 않다는 것을 여러분은 잘 알고 있습니다. 누가 당신을 실패하게 만들었나요? 마카리오? 하이더? 어쩌면 경제부에서 영향력 있는 자리를 차지하려는 일부 멍청한 놈도 있지 않을까?,,
,,,,,,
# Making a (terrible) fuel deal with the Sindrian Diktat. On the upside: they will stop trying to sat-bombard the player's planets.,,"# make sure not Caden or Hyder - they're fleet leaders anyway, so they're invalid.",,,,# SD HA
SDMakeDealOptDev,PopulateOptions,"$isPerson
$personFaction.id == sindrian_diktat
Commission personCanGiveCommission
$global.isDevMode",SetOptionColor sdMakeDealDev gray,,"sdMakeDealDev:""Sindrian Diktat는 계속해서 공격 함대를 보내고 있습니다. 거래를 성사시킬 수 있을까요?"" DEV",
